"speech"	"bigram"	"n"	"tf"	"idf"	"tf_idf"
"170"	"15"	"stem cells"	5	0.00203583061889251	4.21950770517611	0.00859020298285038
"171"	"19"	"time lapse"	9	0.00301305657850686	2.83321334405622	0.00853663210462201
"172"	"67"	"palm oil"	3	0.00202020202020202	4.21950770517611	0.00852425799025476
"173"	"40"	"genetic modification"	5	0.00200240288346015	4.21950770517611	0.00844915439562697
"174"	"45"	"ice sheets"	6	0.0029747149231532	2.83321334405622	0.0084280020150408
"175"	"26"	"coral reefs"	5	0.00195771339075959	4.21950770517611	0.00826058673683655
"176"	"44"	"ambient noise"	3	0.001953125	4.21950770517611	0.00824122598667208
"177"	"44"	"ice covered"	3	0.001953125	4.21950770517611	0.00824122598667208
"178"	"44"	"noise levels"	3	0.001953125	4.21950770517611	0.00824122598667208
"179"	"44"	"silent world"	3	0.001953125	4.21950770517611	0.00824122598667208
"180"	"44"	"subarctic species"	3	0.001953125	4.21950770517611	0.00824122598667208
"181"	"44"	"underwater soundscape"	3	0.001953125	4.21950770517611	0.00824122598667208
"182"	"30"	"light energy"	2	0.00193236714975845	4.21950770517611	0.00815363807763499
"183"	"30"	"shooting time"	2	0.00193236714975845	4.21950770517611	0.00815363807763499
"184"	"43"	"level rise"	5	0.00357909806728704	2.27359755612079	0.00813742861890048
"185"	"2"	"global space"	6	0.001914486279515	4.21950770517611	0.00807818960786747
"186"	"27"	"couple thousand"	1	0.00227790432801822	3.52636052461616	0.00803271190117577
"187"	"27"	"fresh water"	1	0.00227790432801822	3.52636052461616	0.00803271190117577
"188"	"27"	"individual personality"	1	0.00227790432801822	3.52636052461616	0.00803271190117577
"189"	"27"	"pay attention"	1	0.00227790432801822	3.52636052461616	0.00803271190117577
"190"	"24"	"storm surge"	3	0.00185758513931889	4.21950770517611	0.00783809480837667
"191"	"66"	"ozone depletion"	3	0.00219619326500732	3.52636052461616	0.0077445692341497
"192"	"28"	"leopard seal"	6	0.00182982616651418	4.21950770517611	0.00772096560873945
"193"	"25"	"economic growth"	5	0.00211864406779661	3.52636052461616	0.00747110280639017
"194"	"61"	"solar system"	1	0.00263157894736842	2.83321334405622	0.00745582458962162
"195"	"16"	"safe world"	5	0.00174641983932937	4.21950770517611	0.00736903196852272
"196"	"26"	"google earth"	6	0.00234925606891151	3.120895416508	0.00733178249766953
"197"	"27"	"real time"	1	0.00227790432801822	3.120895416508	0.0071091011765558
"198"	"68"	"hate clouds"	3	0.00168255748738082	4.21950770517611	0.00709956428240511
"199"	"50"	"operating space"	6	0.00200803212851406	3.52636052461616	0.00708104523015293
"200"	"50"	"safe operating"	6	0.00200803212851406	3.52636052461616	0.00708104523015293
"201"	"40"	"genetic engineering"	5	0.00200240288346015	3.52636052461616	0.00706119448261146
"202"	"40"	"genetically engineered"	5	0.00200240288346015	3.52636052461616	0.00706119448261146
"203"	"50"	"human development"	5	0.00167336010709505	4.21950770517611	0.00706075586542187
"204"	"64"	"future fires"	3	0.00166389351081531	4.21950770517611	0.00702081148947772
"205"	"1"	"top players"	3	0.00163934426229508	4.21950770517611	0.00691722574619034
"206"	"36"	"laser fusion"	4	0.00163867267513314	4.21950770517611	0.00691439197898584
"207"	"39"	"war ii"	5	0.00220555800617556	3.120895416508	0.00688331587231583
"208"	"15"	"skin cells"	4	0.00162866449511401	4.21950770517611	0.0068721623862803
"209"	"59"	"biggest green"	2	0.00162866449511401	4.21950770517611	0.0068721623862803
"210"	"59"	"centenary park"	2	0.00162866449511401	4.21950770517611	0.0068721623862803
"211"	"59"	"concrete jungle"	2	0.00162866449511401	4.21950770517611	0.0068721623862803
"212"	"59"	"dry season"	2	0.00162866449511401	4.21950770517611	0.0068721623862803
"213"	"59"	"landscape architecture"	2	0.00162866449511401	4.21950770517611	0.0068721623862803
"214"	"59"	"public park"	2	0.00162866449511401	4.21950770517611	0.0068721623862803
"215"	"59"	"sinking cities"	2	0.00162866449511401	4.21950770517611	0.0068721623862803
"216"	"40"	"golden rice"	4	0.00160192230676812	4.21950770517611	0.00675932351650157
"217"	"40"	"unintended consequence"	4	0.00160192230676812	4.21950770517611	0.00675932351650157
"218"	"63"	"oil era"	2	0.0016	4.21950770517611	0.00675121232828177
"219"	"63"	"water whatsoever"	2	0.0016	4.21950770517611	0.00675121232828177
"220"	"43"	"liquid water"	3	0.00214745884037223	3.120895416508	0.00670199445205726
"221"	"60"	"ice crystals"	3	0.00188323917137476	3.52636052461616	0.00664098027234682
"222"	"34"	"conventional wisdom"	3	0.00155038759689922	4.21950770517611	0.00654187241112575
"223"	"34"	"giant battery"	3	0.00155038759689922	4.21950770517611	0.00654187241112575
"224"	"34"	"grid level"	3	0.00155038759689922	4.21950770517611	0.00654187241112575
"225"	"34"	"hour cell"	3	0.00155038759689922	4.21950770517611	0.00654187241112575
"226"	"34"	"level storage"	3	0.00155038759689922	4.21950770517611	0.00654187241112575
"227"	"34"	"molten salt"	3	0.00155038759689922	4.21950770517611	0.00654187241112575
"228"	"34"	"post docs"	3	0.00155038759689922	4.21950770517611	0.00654187241112575
"229"	"35"	"dna sequence"	3	0.0015495867768595	4.21950770517611	0.00653849334479769
"230"	"35"	"genetic information"	3	0.0015495867768595	4.21950770517611	0.00653849334479769
"231"	"35"	"protein sequence"	3	0.0015495867768595	4.21950770517611	0.00653849334479769
"232"	"11"	"alexander rose"	6	0.00154519701261911	4.21950770517611	0.00651997070076143
"233"	"11"	"danny hillis"	6	0.00154519701261911	4.21950770517611	0.00651997070076143
"234"	"43"	"sea level"	5	0.00357909806728704	1.82161243237774	0.00651972953606921
"235"	"9"	"run contrary"	3	0.00154479917610711	4.21950770517611	0.00651829202653364
"236"	"9"	"women's rights"	3	0.00154479917610711	4.21950770517611	0.00651829202653364
"237"	"8"	"processed foods"	3	0.00153609831029186	4.21950770517611	0.0064815786561845
"238"	"28"	"aah ah"	5	0.00152485513876182	4.21950770517611	0.00643413800728287
"239"	"65"	"1913 trio"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"240"	"65"	"24 hour"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"241"	"65"	"air temperature"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"242"	"65"	"alternative entry"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"243"	"65"	"assign values"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"244"	"65"	"band represents"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"245"	"65"	"barometric pressure"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"246"	"65"	"behavioral relationships"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"247"	"65"	"collecting devices"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"248"	"65"	"color dot"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"249"	"65"	"colored band"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"250"	"65"	"colored bead"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"251"	"65"	"colored string"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"252"	"65"	"data collecting"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"253"	"65"	"dimensional visualization"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"254"	"65"	"dimensional weather"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"255"	"65"	"extract information"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"256"	"65"	"extremely fascinating"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"257"	"65"	"fascinating weather"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"258"	"65"	"horizontal elements"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"259"	"65"	"hour timeline"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"260"	"65"	"hurricane noel"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"261"	"65"	"images weather"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"262"	"65"	"inherently invisible"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"263"	"65"	"low tech"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"264"	"65"	"milwaukee art"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"265"	"65"	"moon phases"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"266"	"65"	"music hall"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"267"	"65"	"musical notation"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"268"	"65"	"musical scores"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"269"	"65"	"musicians played"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"270"	"65"	"offshore buoys"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"271"	"65"	"pressure wind"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"272"	"65"	"readings water"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"273"	"65"	"real data"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"274"	"65"	"reveal behavioral"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"275"	"65"	"satellite images"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"276"	"65"	"science data"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"277"	"65"	"science versus"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"278"	"65"	"sculptural forms"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"279"	"65"	"simple basket"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"280"	"65"	"single bead"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"281"	"65"	"single color"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"282"	"65"	"single colored"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"283"	"65"	"single line"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"284"	"65"	"specific environment"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"285"	"65"	"specific hour"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"286"	"65"	"step closer"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"287"	"65"	"string represents"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"288"	"65"	"tech data"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"289"	"65"	"temperature air"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"290"	"65"	"temperature range"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"291"	"65"	"temperature readings"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"292"	"65"	"tide readings"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"293"	"65"	"translate weather"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"294"	"65"	"translating information"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"295"	"65"	"translation medium"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"296"	"65"	"translation process"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"297"	"65"	"trio performing"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"298"	"65"	"variables construct"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"299"	"65"	"versus art"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"300"	"65"	"versus music"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"301"	"65"	"versus science"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"302"	"65"	"visual language"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"303"	"65"	"visual matrix"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"304"	"65"	"visual vocabulary"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"305"	"65"	"vocabulary belongs"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"306"	"65"	"weather extremely"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"307"	"65"	"weather stations"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"308"	"65"	"weather visualization"	1	0.00151745068285281	4.21950770517611	0.00640289484852217
"309"	"5"	"global warming"	8	0.00348887919755778	1.82161243237774	0.00635538572133532
"310"	"45"	"radar systems"	3	0.0014873574615766	4.21950770517611	0.00627591626947363
"311"	"45"	"radio signals"	3	0.0014873574615766	4.21950770517611	0.00627591626947363
"312"	"7"	"money laundering"	4	0.00148698884758364	4.21950770517611	0.00627436089989012
"313"	"5"	"fossil fuels"	5	0.00218054949847362	2.83321334405622	0.00617796193645054
"314"	"5"	"ice sheets"	5	0.00218054949847362	2.83321334405622	0.00617796193645054
"315"	"66"	"aerosol spray"	2	0.00146412884333821	4.21950770517611	0.00617790293583617
"316"	"66"	"antarctic ozone"	2	0.00146412884333821	4.21950770517611	0.00617790293583617
"317"	"66"	"depleting substances"	2	0.00146412884333821	4.21950770517611	0.00617790293583617
"318"	"66"	"human safety"	2	0.00146412884333821	4.21950770517611	0.00617790293583617
"319"	"66"	"ozone depleting"	2	0.00146412884333821	4.21950770517611	0.00617790293583617
"320"	"66"	"president reagan"	2	0.00146412884333821	4.21950770517611	0.00617790293583617
