"speech"	"word"	"n"	"total"	"tf"	"idf"	"tf_idf"
"205"	"65"	"museum"	3	660	0.00454545454545455	2.83321334405622	0.0128782424729828
"206"	"40"	"farmers"	15	2498	0.00600480384307446	2.14006616349627	0.012850677522996
"207"	"64"	"trees"	14	1804	0.00776053215077605	1.65455834771457	0.0128402532527738
"208"	"1"	"networks"	9	1831	0.00491534680502458	2.61006979274201	0.0128293982166456
"209"	"26"	"ocean"	29	2555	0.0113502935420744	1.12846525181779	0.0128084118601628
"210"	"65"	"basket"	2	660	0.00303030303030303	4.21950770517611	0.0127863869853821
"211"	"65"	"bead"	2	660	0.00303030303030303	4.21950770517611	0.0127863869853821
"212"	"65"	"clipboards"	2	660	0.00303030303030303	4.21950770517611	0.0127863869853821
"213"	"65"	"readings"	2	660	0.00303030303030303	4.21950770517611	0.0127863869853821
"214"	"65"	"reed"	2	660	0.00303030303030303	4.21950770517611	0.0127863869853821
"215"	"65"	"sculpture"	2	660	0.00303030303030303	4.21950770517611	0.0127863869853821
"216"	"65"	"visualization"	2	660	0.00303030303030303	4.21950770517611	0.0127863869853821
"217"	"8"	"hungry"	8	1954	0.00409416581371546	3.120895416508	0.0127774633224483
"218"	"10"	"picture"	28	2921	0.00958575830195139	1.32913594727994	0.0127407759410607
"219"	"59"	"roof"	5	1229	0.00406834825061025	3.120895416508	0.0126968894080879
"220"	"67"	"global"	25	1486	0.0168236877523553	0.75377180237638	0.0126812214397103
"221"	"7"	"crime"	12	2691	0.00445930880713489	2.83321334405622	0.012634173217642
"222"	"20"	"beijing"	7	2357	0.00296987696224014	4.21950770517611	0.0125314187255973
"223"	"18"	"weight"	4	835	0.00479041916167665	2.61006979274201	0.0125033283484647
"224"	"40"	"variety"	11	2498	0.0044035228182546	2.83321334405622	0.012476119609535
"225"	"22"	"happy"	1	133	0.0075187969924812	1.65455834771457	0.012440288328681
"226"	"28"	"she"	32	3280	0.00975609756097561	1.27506872600967	0.0124396948878992
"227"	"59"	"city"	10	1229	0.0081366965012205	1.5114575040739	0.0122982709851416
"228"	"37"	"islands"	17	3367	0.00504900504900505	2.42774823594805	0.0122577131010148
"229"	"6"	"priorities"	10	3457	0.00289268151576511	4.21950770517611	0.0122056919443914
"230"	"68"	"warming"	15	1784	0.00840807174887892	1.44691898293633	0.0121657986233435
"231"	"33"	"spills"	10	3471	0.00288101411696917	4.21950770517611	0.0121564612652726
"232"	"57"	"oldest"	10	2341	0.00427167876975651	2.83321334405622	0.0121025772919958
"233"	"9"	"politicians"	9	1943	0.00463201235203294	2.61006979274201	0.012089875519649
"234"	"29"	"leopard"	9	2626	0.00342726580350343	3.52636052461616	0.0120857748368414
"235"	"46"	"survivor"	5	1761	0.00283929585462805	4.21950770517611	0.0119804307358776
"236"	"65"	"numbers"	5	660	0.00757575757575758	1.58045037556085	0.011973108905764
"237"	"11"	"cliffs"	11	3884	0.00283213182286303	4.21950770517611	0.011950202048645
"238"	"38"	"alley"	6	2120	0.00283018867924528	4.21950770517611	0.0119420029391777
"239"	"38"	"biomimicry"	6	2120	0.00283018867924528	4.21950770517611	0.0119420029391777
"240"	"38"	"throwaway"	6	2120	0.00283018867924528	4.21950770517611	0.0119420029391777
"241"	"48"	"nuclear"	13	2651	0.004903809883063	2.42774823594805	0.0119052157930308
"242"	"65"	"element"	3	660	0.00454545454545455	2.61006979274201	0.0118639536033728
"243"	"65"	"visual"	3	660	0.00454545454545455	2.61006979274201	0.0118639536033728
"244"	"27"	"separate"	2	440	0.00454545454545455	2.61006979274201	0.0118639536033728
"245"	"44"	"sounds"	10	1537	0.00650618087182824	1.82161243237774	0.0118517399634205
"246"	"28"	"penguin"	11	3280	0.00335365853658537	3.52636052461616	0.0118262090764566
"247"	"40"	"unintended"	7	2498	0.00280224179343475	4.21950770517611	0.0118240808391644
"248"	"35"	"structures"	10	1937	0.00516262261228704	2.27359755612079	0.0117377261544698
"249"	"10"	"moon"	16	2921	0.00547757617254365	2.14006616349627	0.0117223754248341
"250"	"64"	"prescribed"	5	1804	0.00277161862527716	4.21950770517611	0.0116948661451666
"251"	"49"	"whales"	9	2181	0.00412654745529574	2.83321334405622	0.0116913893152251
"252"	"38"	"respecting"	7	2120	0.00330188679245283	3.52636052461616	0.0116436432416571
"253"	"18"	"molecules"	4	835	0.00479041916167665	2.42774823594805	0.0116299316692122
"254"	"1"	"control"	16	1831	0.00873839432004369	1.32913594727994	0.0116145140122769
"255"	"7"	"organized"	10	2691	0.00371609067261241	3.120895416508	0.0115975303474842
"256"	"51"	"hydrogen"	16	3606	0.00443704936217415	2.61006979274201	0.0115810085091159
"257"	"37"	"ca"	16	3367	0.00475200475200475	2.42774823594805	0.0115366711538963
"258"	"1"	"nodes"	5	1831	0.00273074822501365	4.21950770517611	0.0115224131763411
"259"	"1"	"players"	5	1831	0.00273074822501365	4.21950770517611	0.0115224131763411
"260"	"1"	"shareholders"	5	1831	0.00273074822501365	4.21950770517611	0.0115224131763411
"261"	"59"	"sinking"	4	1229	0.0032546786004882	3.52636052461616	0.0114771701370746
"262"	"56"	"molded"	3	1111	0.0027002700270027	4.21950770517611	0.011393810184994
"263"	"54"	"movie"	7	1493	0.00468854655056932	2.42774823594805	0.011382610617305
"264"	"13"	"autistic"	10	3708	0.00269687162891046	4.21950770517611	0.0113794706180585
"265"	"19"	"glacier"	12	2988	0.00401606425702811	2.83321334405622	0.0113783668435993
"266"	"5"	"warming"	18	2294	0.00784655623365301	1.44691898293633	0.0113533311651499
"267"	"22"	"top"	2	133	0.0150375939849624	0.75377180237638	0.0113349143214493
"268"	"49"	"deer"	7	2181	0.00320953690967446	3.52636052461616	0.0113179842605746
"269"	"34"	"salt"	7	1936	0.00361570247933884	3.120895416508	0.0112842292952252
"270"	"39"	"flower"	9	2268	0.00396825396825397	2.83321334405622	0.0112429100954612
"271"	"23"	"ethanol"	7	2632	0.00265957446808511	4.21950770517611	0.0112220949605748
"272"	"18"	"ipcc"	3	835	0.00359281437125748	3.120895416508	0.0112127979036215
"273"	"18"	"summary"	3	835	0.00359281437125748	3.120895416508	0.0112127979036215
"274"	"18"	"tower"	3	835	0.00359281437125748	3.120895416508	0.0112127979036215
"275"	"8"	"obesity"	7	1954	0.00358239508700102	3.120895416508	0.0111802804071423
"276"	"43"	"greenland"	9	1398	0.00643776824034335	1.73460105538811	0.0111669595840436
"277"	"39"	"hives"	6	2268	0.00264550264550265	4.21950770517611	0.0111627187967622
"278"	"5"	"co2"	14	2294	0.00610287707061901	1.82161243237774	0.0111170767451126
"279"	"57"	"tree"	15	2341	0.00640751815463477	1.73460105538811	0.0111144877534479
"280"	"29"	"her"	21	2626	0.007996953541508	1.38629436111989	0.0110861316007303
"281"	"61"	"65,000"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"282"	"61"	"blues"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"283"	"61"	"excites"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"284"	"61"	"grandfather's"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"285"	"61"	"grapefruit"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"286"	"61"	"greens"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"287"	"61"	"interconnection"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"288"	"61"	"mammatus"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"289"	"61"	"perspire"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"290"	"61"	"shinnecock"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"291"	"61"	"situated"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"292"	"61"	"southampton"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"293"	"61"	"stalking"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"294"	"61"	"swirl"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"295"	"61"	"tornadoes"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"296"	"61"	"turquoise"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"297"	"61"	"undulate"	1	381	0.0026246719160105	4.21950770517611	0.0110748233731656
"298"	"65"	"music"	4	660	0.00606060606060606	1.82161243237774	0.0110400753477439
"299"	"5"	"imbalance"	6	2294	0.002615518744551	4.21950770517611	0.0110362014956655
"300"	"65"	"vertical"	3	660	0.00454545454545455	2.42774823594805	0.0110352192543093
"301"	"27"	"melts"	2	440	0.00454545454545455	2.42774823594805	0.0110352192543093
"302"	"44"	"decrease"	4	1537	0.00260247234873129	4.21950770517611	0.0109811521279795
"303"	"44"	"decreases"	4	1537	0.00260247234873129	4.21950770517611	0.0109811521279795
"304"	"7"	"police"	7	2691	0.00260126347082869	4.21950770517611	0.0109760512583548
"305"	"4"	"himself"	6	1552	0.0038659793814433	2.83321334405622	0.0109531443713514
"306"	"4"	"doubt"	7	1552	0.00451030927835052	2.42774823594805	0.0109498953940956
"307"	"35"	"exquisite"	6	1937	0.00309757356737222	3.52636052461616	0.0109231611500759
"308"	"34"	"electrolyte"	5	1936	0.00258264462809917	4.21950770517611	0.0108974889079961
"309"	"34"	"magnesium"	5	1936	0.00258264462809917	4.21950770517611	0.0108974889079961
"310"	"34"	"storage"	5	1936	0.00258264462809917	4.21950770517611	0.0108974889079961
"311"	"22"	"friends"	1	133	0.0075187969924812	1.44691898293633	0.0108790900972656
"312"	"22"	"oh"	1	133	0.0075187969924812	1.44691898293633	0.0108790900972656
"313"	"22"	"wrong"	1	133	0.0075187969924812	1.44691898293633	0.0108790900972656
"314"	"11"	"danny"	10	3884	0.00257466529351184	4.21950770517611	0.0108638200442227
